lcl_date,lcl_datetime,precipitation_type,prev_hour_precipitation_mm,temperature_C
2024-05-05,2024-05-05 22:00:00,Rain,0.008106231689453125,29.55
2024-05-05,2024-05-05 23:00:00,Rain,0.04100799560546875,29.49
2024-05-06,2024-05-06 00:00:00,Rain,0.07915496826171875,29.2
2024-05-06,2024-05-06 01:00:00,Rain,0.087738037109375,28.78
2024-05-06,2024-05-06 02:00:00,Rain,0.12874603271484375,27.91
2024-05-06,2024-05-06 03:00:00,Rain,0.10061264038085938,27.89
2024-05-06,2024-05-06 04:00:00,Rain,0.6041526794433594,27.5
2024-05-06,2024-05-06 05:00:00,Rain,1.1816024780273438,27.04
2024-05-06,2024-05-06 06:00:00,Rain,0.3948211669921875,27.35
2024-05-06,2024-05-06 07:00:00,Rain,0.3724098205566406,27.7
2024-05-06,2024-05-06 08:00:00,Rain,0.04482269287109375,28.21
2024-05-06,2024-05-06 09:00:00,Rain,0.0820159912109375,28.7
2024-05-06,2024-05-06 10:00:00,Rain,0.16021728515625,27.88
2024-05-06,2024-05-06 11:00:00,Rain,0.05245208740234375,28.08
2024-05-06,2024-05-06 12:00:00,Rain,0.04291534423828125,28.2
2024-05-06,2024-05-06 13:00:00,Rain,0.01239776611328125,28.47
2024-05-06,2024-05-06 14:00:00,Rain,0.0019073486328125,28.91
2024-05-06,2024-05-06 15:00:00,Rain,0.0,29.16
2024-05-06,2024-05-06 16:00:00,Rain,0.0,29.38
2024-05-06,2024-05-06 17:00:00,Rain,0.00286102294921875,29.42
2024-05-06,2024-05-06 18:00:00,Rain,0.024318695068359375,29.26
2024-05-06,2024-05-06 19:00:00,No precipitation,0.0,28.74
2024-05-06,2024-05-06 20:00:00,Rain,0.0,28.56
2024-05-06,2024-05-06 21:00:00,Rain,0.0,28.38
2024-05-06,2024-05-06 22:00:00,Rain,0.0019073486328125,28.75
2024-05-06,2024-05-06 23:00:00,Rain,0.00476837158203125,28.63
2024-05-07,2024-05-07 00:00:00,Rain,0.00476837158203125,28.48
2024-05-07,2024-05-07 01:00:00,Rain,0.0019073486328125,28.29
2024-05-07,2024-05-07 02:00:00,Rain,0.0057220458984375,28.04
2024-05-07,2024-05-07 03:00:00,Rain,0.00858306884765625,27.81
2024-05-07,2024-05-07 04:00:00,Rain,0.003814697265625,27.66
2024-05-07,2024-05-07 05:00:00,Rain,0.008106231689453125,27.52
2024-05-07,2024-05-07 06:00:00,Rain,0.056743621826171875,27.44
2024-05-07,2024-05-07 07:00:00,Rain,0.31757354736328125,27.5
2024-05-07,2024-05-07 08:00:00,Rain,0.102996826171875,28.01
2024-05-07,2024-05-07 09:00:00,Rain,0.00476837158203125,28.56
2024-05-07,2024-05-07 10:00:00,Rain,0.30517578125,28.54
2024-05-07,2024-05-07 11:00:00,Rain,0.14400482177734375,28.56
2024-05-07,2024-05-07 12:00:00,Rain,0.003814697265625,28.49
2024-05-07,2024-05-07 13:00:00,Rain,0.00667572021484375,28.52
2024-05-07,2024-05-07 14:00:00,Rain,0.00286102294921875,28.64
2024-05-07,2024-05-07 15:00:00,Rain,0.0286102294921875,28.62
2024-05-07,2024-05-07 16:00:00,Rain,0.004291534423828125,28.6
2024-05-07,2024-05-07 17:00:00,Rain,0.0019073486328125,28.51
2024-05-07,2024-05-07 18:00:00,Rain,0.006198883056640625,28.59
2024-05-07,2024-05-07 19:00:00,Rain,0.0,28.63
2024-05-07,2024-05-07 20:00:00,Rain,0.0,28.6
2024-05-07,2024-05-07 21:00:00,Rain,0.0,28.63
2024-05-07,2024-05-07 22:00:00,Rain,0.0,28.4
2024-05-07,2024-05-07 23:00:00,Rain,0.00095367431640625,28.39
2024-05-08,2024-05-08 00:00:00,Rain,0.0019073486328125,28.32
2024-05-08,2024-05-08 01:00:00,Rain,0.0019073486328125,28.18
2024-05-08,2024-05-08 02:00:00,Rain,0.004291534423828125,28.09
2024-05-08,2024-05-08 03:00:00,Rain,0.1659393310546875,27.72
2024-05-08,2024-05-08 04:00:00,Rain,1.8277168273925781,27.03
2024-05-08,2024-05-08 05:00:00,Rain,0.09202957153320312,27.47
2024-05-08,2024-05-08 06:00:00,Rain,0.01239776611328125,27.85
2024-05-08,2024-05-08 07:00:00,Rain,0.0019073486328125,27.93
2024-05-08,2024-05-08 08:00:00,Rain,0.0,28.21
2024-05-08,2024-05-08 09:00:00,Rain,0.0,28.62
2024-05-08,2024-05-08 10:00:00,Rain,0.001430511474609375,29.39
2024-05-08,2024-05-08 11:00:00,No precipitation,0.00095367431640625,29.69
2024-05-08,2024-05-08 12:00:00,Rain,0.00095367431640625,29.83
2024-05-08,2024-05-08 13:00:00,Rain,0.0,29.82
2024-05-08,2024-05-08 14:00:00,Rain,0.0,29.85
2024-05-08,2024-05-08 15:00:00,Rain,0.0,29.62
2024-05-08,2024-05-08 16:00:00,Rain,0.0,29.53
2024-05-08,2024-05-08 17:00:00,Rain,0.00095367431640625,29.29
2024-05-08,2024-05-08 18:00:00,Rain,0.003814697265625,29.28
2024-05-08,2024-05-08 19:00:00,Rain,0.0133514404296875,29.29
2024-05-08,2024-05-08 20:00:00,Rain,0.0133514404296875,29.14
2024-05-08,2024-05-08 21:00:00,Rain,0.00095367431640625,29.12
2024-05-08,2024-05-08 22:00:00,Rain,0.00095367431640625,29.16
2024-05-08,2024-05-08 23:00:00,Rain,0.0019073486328125,29.1
2024-05-09,2024-05-09 00:00:00,Rain,0.0019073486328125,29.02
2024-05-09,2024-05-09 01:00:00,Rain,0.002384185791015625,28.89
2024-05-09,2024-05-09 02:00:00,Rain,0.0152587890625,28.73
2024-05-09,2024-05-09 03:00:00,Rain,0.022411346435546875,28.57
2024-05-09,2024-05-09 04:00:00,Rain,0.032901763916015625,28.4
2024-05-09,2024-05-09 05:00:00,Rain,0.0209808349609375,28.18
2024-05-09,2024-05-09 06:00:00,Rain,0.053882598876953125,28.08
2024-05-09,2024-05-09 07:00:00,Rain,0.5321502685546875,28.12
2024-05-09,2024-05-09 08:00:00,Rain,0.24700164794921875,28.54
2024-05-09,2024-05-09 09:00:00,Rain,0.3714561462402344,29.12
2024-05-09,2024-05-09 10:00:00,Rain,0.01621246337890625,29.21
2024-05-09,2024-05-09 11:00:00,Rain,0.006198883056640625,29.64
2024-05-09,2024-05-09 12:00:00,Rain,0.00095367431640625,29.71
2024-05-09,2024-05-09 13:00:00,Rain,0.000476837158203125,29.52
2024-05-09,2024-05-09 14:00:00,Rain,0.00095367431640625,29.49
2024-05-09,2024-05-09 15:00:00,Rain,0.00286102294921875,29.31
2024-05-09,2024-05-09 16:00:00,No precipitation,0.0019073486328125,29.26
2024-05-09,2024-05-09 17:00:00,Rain,0.0,29.08
2024-05-09,2024-05-09 18:00:00,Rain,0.0,29.02
2024-05-09,2024-05-09 19:00:00,Rain,0.0,29.07
2024-05-09,2024-05-09 20:00:00,Rain,0.0,29.06
2024-05-09,2024-05-09 21:00:00,Rain,0.007152557373046875,28.94
2024-05-09,2024-05-09 22:00:00,Rain,0.020503997802734375,28.86
2024-05-09,2024-05-09 23:00:00,Rain,0.009059906005859375,28.86
2024-05-10,2024-05-10 00:00:00,Rain,0.02193450927734375,28.67
2024-05-10,2024-05-10 01:00:00,Rain,0.0476837158203125,28.47
2024-05-10,2024-05-10 02:00:00,Rain,0.052928924560546875,28.27
2024-05-10,2024-05-10 03:00:00,Rain,0.0057220458984375,28.21
2024-05-10,2024-05-10 04:00:00,Rain,0.000476837158203125,28.16
2024-05-10,2024-05-10 05:00:00,Rain,0.0,28.04
2024-05-10,2024-05-10 06:00:00,Rain,0.00095367431640625,27.91
2024-05-10,2024-05-10 07:00:00,Rain,0.041961669921875,27.89
2024-05-10,2024-05-10 08:00:00,Rain,0.05054473876953125,28.39
2024-05-10,2024-05-10 09:00:00,Rain,0.039577484130859375,29.16
2024-05-10,2024-05-10 10:00:00,Rain,0.02193450927734375,29.72
2024-05-10,2024-05-10 11:00:00,Rain,0.156402587890625,29.53
2024-05-10,2024-05-10 12:00:00,Rain,0.1583099365234375,28.96
2024-05-10,2024-05-10 13:00:00,Rain,0.0057220458984375,28.84
2024-05-10,2024-05-10 14:00:00,Rain,0.00095367431640625,29.04
2024-05-10,2024-05-10 15:00:00,Rain,0.0019073486328125,29.23
2024-05-10,2024-05-10 16:00:00,Rain,0.03147125244140625,29.14
2024-05-10,2024-05-10 17:00:00,Rain,0.0286102294921875,29.11
2024-05-10,2024-05-10 18:00:00,Rain,0.006198883056640625,29.18
2024-05-10,2024-05-10 19:00:00,Rain,0.00762939453125,28.99
2024-05-10,2024-05-10 20:00:00,Rain,0.0057220458984375,28.69
2024-05-10,2024-05-10 21:00:00,Rain,0.03814697265625,28.5
2024-05-10,2024-05-10 22:00:00,Rain,0.0553131103515625,28.6
2024-05-10,2024-05-10 23:00:00,Rain,0.0667572021484375,28.36
2024-05-11,2024-05-11 00:00:00,Rain,0.064849853515625,28.16
2024-05-11,2024-05-11 01:00:00,Rain,0.091552734375,28.03
2024-05-11,2024-05-11 02:00:00,Rain,0.133514404296875,27.73
2024-05-11,2024-05-11 03:00:00,Rain,0.24652481079101562,27.54
2024-05-11,2024-05-11 04:00:00,Rain,0.21219253540039062,27.37
2024-05-11,2024-05-11 05:00:00,Rain,0.15163421630859375,27.31
2024-05-11,2024-05-11 06:00:00,Rain,0.14495849609375,27.24
2024-05-11,2024-05-11 07:00:00,Rain,0.13065338134765625,27.46
2024-05-11,2024-05-11 08:00:00,Rain,0.16307830810546875,28.13
2024-05-11,2024-05-11 09:00:00,Rain,0.70953369140625,28.93
2024-05-11,2024-05-11 10:00:00,Rain,1.1730194091796875,27.81
2024-05-11,2024-05-11 11:00:00,Rain,0.1392364501953125,28.1
2024-05-11,2024-05-11 12:00:00,Rain,0.03719329833984375,28.19
2024-05-11,2024-05-11 13:00:00,Rain,0.0133514404296875,28.75
2024-05-11,2024-05-11 14:00:00,Rain,0.3504753112792969,28.63
2024-05-11,2024-05-11 15:00:00,Rain,0.03814697265625,28.7
2024-05-11,2024-05-11 16:00:00,Rain,0.0019073486328125,28.78
2024-05-11,2024-05-11 17:00:00,Rain,0.00762939453125,28.5
2024-05-11,2024-05-11 18:00:00,Rain,0.01430511474609375,28.48
2024-05-11,2024-05-11 19:00:00,Rain,0.08249282836914062,28.53
2024-05-11,2024-05-11 20:00:00,Rain,0.019073486328125,28.6
2024-05-11,2024-05-11 21:00:00,Rain,0.00095367431640625,28.72
2024-05-11,2024-05-11 22:00:00,Rain,0.00762939453125,28.54
2024-05-11,2024-05-11 23:00:00,Rain,0.010967254638671875,28.44
2024-05-12,2024-05-12 00:00:00,Rain,0.06437301635742188,28.24
2024-05-12,2024-05-12 01:00:00,Rain,0.05435943603515625,27.99
2024-05-12,2024-05-12 02:00:00,Rain,0.13113021850585938,27.71
2024-05-12,2024-05-12 03:00:00,Rain,0.09584426879882812,27.64
2024-05-12,2024-05-12 04:00:00,Rain,0.06103515625,27.56
2024-05-12,2024-05-12 05:00:00,Rain,0.03814697265625,27.35
2024-05-12,2024-05-12 06:00:00,Rain,0.0972747802734375,27.22
2024-05-12,2024-05-12 07:00:00,Rain,0.01430511474609375,27.02
2024-05-12,2024-05-12 08:00:00,Rain,0.01239776611328125,27.1
2024-05-12,2024-05-12 09:00:00,Rain,0.0438690185546875,27.76
2024-05-12,2024-05-12 10:00:00,Rain,0.09584426879882812,29.43
2024-05-12,2024-05-12 11:00:00,Rain,0.102996826171875,29.62
2024-05-12,2024-05-12 12:00:00,Rain,0.39386749267578125,29.4
2024-05-12,2024-05-12 13:00:00,Rain,0.9164810180664062,28.94
2024-05-12,2024-05-12 14:00:00,Rain,0.0247955322265625,28.83
2024-05-12,2024-05-12 15:00:00,Rain,0.621795654296875,28.05
2024-05-12,2024-05-12 16:00:00,Rain,0.9341239929199219,28.07
2024-05-12,2024-05-12 17:00:00,Rain,0.010013580322265625,27.64
2024-05-12,2024-05-12 18:00:00,Rain,0.00095367431640625,27.64
2024-05-12,2024-05-12 19:00:00,Rain,0.04291534423828125,27.84
2024-05-12,2024-05-12 20:00:00,Rain,0.024318695068359375,28.0
2024-05-12,2024-05-12 21:00:00,Rain,0.03910064697265625,28.14
2024-05-12,2024-05-12 22:00:00,Rain,0.031948089599609375,27.89
2024-05-12,2024-05-12 23:00:00,Rain,0.052928924560546875,27.76
2024-05-13,2024-05-13 00:00:00,Rain,0.03337860107421875,27.49
2024-05-13,2024-05-13 01:00:00,Rain,0.015735626220703125,27.28
2024-05-13,2024-05-13 02:00:00,Rain,0.03337860107421875,26.95
2024-05-13,2024-05-13 03:00:00,Rain,0.003337860107421875,26.63
2024-05-13,2024-05-13 04:00:00,Rain,0.001430511474609375,26.44
2024-05-13,2024-05-13 05:00:00,Rain,0.00476837158203125,26.36
2024-05-13,2024-05-13 06:00:00,Rain,0.003337860107421875,26.49
2024-05-13,2024-05-13 07:00:00,Rain,0.010013580322265625,26.66
2024-05-13,2024-05-13 08:00:00,Rain,0.000476837158203125,27.23
2024-05-13,2024-05-13 09:00:00,Rain,0.0,27.99
2024-05-13,2024-05-13 10:00:00,No precipitation,0.00095367431640625,28.64
2024-05-13,2024-05-13 11:00:00,Rain,0.00095367431640625,29.23
2024-05-13,2024-05-13 12:00:00,Rain,0.003814697265625,29.33
2024-05-13,2024-05-13 13:00:00,Rain,0.0057220458984375,28.66
2024-05-13,2024-05-13 14:00:00,Rain,0.102996826171875,27.68
2024-05-13,2024-05-13 15:00:00,Rain,0.01811981201171875,28.06
2024-05-13,2024-05-13 16:00:00,Rain,0.056743621826171875,28.11
2024-05-13,2024-05-13 17:00:00,Rain,0.10776519775390625,28.16
2024-05-13,2024-05-13 18:00:00,Rain,0.032901763916015625,28.28
2024-05-13,2024-05-13 19:00:00,Rain,0.186920166015625,28.23
2024-05-13,2024-05-13 20:00:00,Rain,0.22792816162109375,28.2
2024-05-13,2024-05-13 21:00:00,Rain,0.27179718017578125,28.25
2024-05-13,2024-05-13 22:00:00,Rain,0.12302398681640625,27.64
2024-05-13,2024-05-13 23:00:00,Rain,0.051975250244140625,27.65
2024-05-14,2024-05-14 00:00:00,Rain,0.009059906005859375,27.59
2024-05-14,2024-05-14 01:00:00,Rain,0.004291534423828125,27.42
2024-05-14,2024-05-14 02:00:00,Rain,0.00762939453125,27.24
2024-05-14,2024-05-14 03:00:00,Rain,0.0133514404296875,27.09
2024-05-14,2024-05-14 04:00:00,Rain,0.0209808349609375,26.96
2024-05-14,2024-05-14 05:00:00,Rain,0.02956390380859375,26.92
2024-05-14,2024-05-14 06:00:00,Rain,0.011444091796875,26.9
2024-05-14,2024-05-14 07:00:00,Rain,0.00095367431640625,26.81
2024-05-14,2024-05-14 08:00:00,Rain,0.02193450927734375,27.01
2024-05-14,2024-05-14 09:00:00,Rain,0.02002716064453125,27.33
2024-05-14,2024-05-14 10:00:00,Rain,0.00286102294921875,29.29
2024-05-14,2024-05-14 11:00:00,Rain,0.0019073486328125,29.83
2024-05-14,2024-05-14 12:00:00,Rain,0.0019073486328125,30.13
2024-05-14,2024-05-14 13:00:00,Rain,0.00286102294921875,30.06
2024-05-14,2024-05-14 14:00:00,Rain,0.00286102294921875,29.79
2024-05-14,2024-05-14 15:00:00,Rain,0.0019073486328125,29.62
2024-05-14,2024-05-14 16:00:00,Rain,0.0019073486328125,29.48
2024-05-14,2024-05-14 17:00:00,Rain,0.0,29.33
2024-05-14,2024-05-14 18:00:00,Rain,0.0,29.24
2024-05-14,2024-05-14 19:00:00,Rain,0.0,29.16
2024-05-14,2024-05-14 20:00:00,Rain,0.080108642578125,29.07
2024-05-14,2024-05-14 21:00:00,Rain,0.00476837158203125,28.92
2024-05-14,2024-05-14 22:00:00,No precipitation,0.0,28.3
2024-05-14,2024-05-14 23:00:00,Rain,0.010967254638671875,28.15
2024-05-15,2024-05-15 00:00:00,Rain,0.0209808349609375,28.1
2024-05-15,2024-05-15 01:00:00,Rain,0.029087066650390625,28.09
2024-05-15,2024-05-15 02:00:00,Rain,0.0820159912109375,28.07
2024-05-15,2024-05-15 03:00:00,Rain,0.15163421630859375,27.84
2024-05-15,2024-05-15 04:00:00,Rain,0.11873245239257812,27.89
2024-05-15,2024-05-15 05:00:00,Rain,0.12350082397460938,28.06
2024-05-15,2024-05-15 06:00:00,Rain,0.14400482177734375,28.07
2024-05-15,2024-05-15 07:00:00,Rain,0.18644332885742188,27.87
2024-05-15,2024-05-15 08:00:00,Rain,1.7361640930175781,28.0
2024-05-15,2024-05-15 09:00:00,Rain,0.40435791015625,28.13
2024-05-15,2024-05-15 10:00:00,Rain,0.12159347534179688,28.23
2024-05-15,2024-05-15 11:00:00,Rain,0.07724761962890625,28.62
2024-05-15,2024-05-15 12:00:00,Rain,0.08153915405273438,28.91
2024-05-15,2024-05-15 13:00:00,Rain,0.049591064453125,29.14
2024-05-15,2024-05-15 14:00:00,Rain,0.056743621826171875,29.24
2024-05-15,2024-05-15 15:00:00,Rain,0.2346038818359375,28.73
2024-05-15,2024-05-15 16:00:00,Rain,1.506805419921875,27.42
2024-05-15,2024-05-15 17:00:00,Rain,0.3509521484375,27.6
2024-05-15,2024-05-15 18:00:00,Rain,0.01049041748046875,28.11
2024-05-15,2024-05-15 19:00:00,Rain,0.006198883056640625,28.22
2024-05-15,2024-05-15 20:00:00,Rain,0.0209808349609375,28.41
2024-05-15,2024-05-15 21:00:00,Rain,0.125885009765625,28.44
2024-05-15,2024-05-15 22:00:00,Rain,0.1468658447265625,28.13
2024-05-15,2024-05-15 23:00:00,Rain,0.1430511474609375,27.88
2024-05-16,2024-05-16 00:00:00,Rain,0.12683868408203125,27.56
2024-05-16,2024-05-16 01:00:00,Rain,0.9608268737792969,26.97
2024-05-16,2024-05-16 02:00:00,Rain,2.1734237670898438,26.65
2024-05-16,2024-05-16 03:00:00,Rain,1.1401176452636719,26.71
2024-05-16,2024-05-16 04:00:00,Rain,0.46253204345703125,26.23
2024-05-16,2024-05-16 05:00:00,Rain,0.263214111328125,26.66
2024-05-16,2024-05-16 06:00:00,Rain,0.010013580322265625,26.8
2024-05-16,2024-05-16 07:00:00,Rain,0.00095367431640625,26.97
2024-05-16,2024-05-16 08:00:00,Rain,0.0,27.47
2024-05-16,2024-05-16 09:00:00,Rain,0.0,27.94
2024-05-16,2024-05-16 10:00:00,No precipitation,0.000476837158203125,29.1
2024-05-16,2024-05-16 11:00:00,No precipitation,0.00476837158203125,29.43
2024-05-16,2024-05-16 12:00:00,Rain,0.02288818359375,29.6
2024-05-16,2024-05-16 13:00:00,Rain,0.400543212890625,29.26
2024-05-16,2024-05-16 14:00:00,Rain,0.22029876708984375,28.76
2024-05-16,2024-05-16 15:00:00,Rain,1.07574462890625,28.13
2024-05-16,2024-05-16 16:00:00,Rain,0.7295608520507812,27.85
2024-05-16,2024-05-16 17:00:00,No precipitation,0.0019073486328125,27.93
2024-05-16,2024-05-16 18:00:00,Rain,0.0,27.96
2024-05-16,2024-05-16 19:00:00,Rain,3.4227371215820312,28.16
2024-05-16,2024-05-16 20:00:00,Rain,0.20313262939453125,28.24
2024-05-16,2024-05-16 21:00:00,Rain,0.0171661376953125,28.21
2024-05-16,2024-05-16 22:00:00,Rain,0.0,26.78
2024-05-16,2024-05-16 23:00:00,No precipitation,0.0,26.81
2024-05-17,2024-05-17 00:00:00,No precipitation,0.0,26.68
